AttributeNameCN,AttributeNameEN,AutoReformedEnName
持买单量(品种)会员名称,oi_lvname,OiLvName
持卖单量,oi_soi,OiSoI
持卖单量(品种),oi_svoi,OiSvOi
持卖单量进榜会员名称,oi_sname,OiSName
持卖单量(品种)会员名称,oi_svname,OiSvName
净持仓(品种),oi_nvoi,OiNvOi
每股营业总收入,grps,GrpS
每股营业总收入_GSD,wgsd_grps2,WgsDGrpS2
每股营业总收入_PIT,fa_grps,FaGrpS
每股营业收入(TTM)_PIT,orps_ttm,OrPsTtM
每股营业收入,orps,OrPs
每股营业收入_GSD,wgsd_orps,WgsDOrPs
每股营业收入_PIT,fa_orps,FaOrPs
每股资本公积,surpluscapitalps,SurplusCapitalPs
每股资本公积_PIT,fa_capsurpps,FaCapSurPpS
每股盈余公积,surplusreserveps,SurplusReservePs
每股盈余公积_PIT,fa_spps,FaSppS
每股未分配利润,undistributedps,UnDistributedPs
每股未分配利润_PIT,fa_undistributedps,FaUnDistributedPs
每股留存收益,retainedps,RetainedPs
每股留存收益_GSD,wgsd_retainedps2,WgsDRetainedPs2
每股留存收益_PIT,fa_retainedps,FaRetainedPs
每股息税前利润,ebitps,EbItPs
每股息税前利润_GSD,wgsd_ebitps2,WgsDEbItPs2
年化净资产收益率,roe_yearly,RoeYearly
年化总资产报酬率,roa2_yearly,Roa2Yearly
年化总资产净利率,roa_yearly,RoaYearly
销售净利率,netprofitmargin,NetProfitMargin
销售净利率(TTM),netprofitmargin_ttm2,NetProfitMarginTtM2
销售净利率_GSD,wgsd_netprofitmargin,WgsDNetProfitMargin
销售净利率(TTM)_GSD,netprofitmargin_ttm3,NetProfitMarginTtM3
销售净利率(TTM)_PIT,fa_netprofitmargin_ttm,FaNetProfitMarginTtM
销售净利率(TTM-只有最新数据),netprofitmargin_ttm,NetProfitMarginTtM
扣非后销售净利率,netprofitmargin_deducted,NetProfitMarginDeducted
单季度.销售净利率,qfa_netprofitmargin,QfaNetProfitMargin
单季度.销售净利率_GSD,wgsd_qfa_netprofitmargin,WgsDQfaNetProfitMargin
销售毛利率,grossprofitmargin,GrossProfitMargin
销售毛利率(TTM),grossprofitmargin_ttm2,GrossProfitMarginTtM2
销售毛利率_GSD,wgsd_grossprofitmargin,WgsDGrossProfitMargin
销售毛利率(TTM)_GSD,grossprofitmargin_ttm3,GrossProfitMarginTtM3
销售毛利率(TTM)_PIT,fa_grossprofitmargin_ttm,FaGrossProfitMarginTtM
销售毛利率(TTM-只有最新数据),grossprofitmargin_ttm,GrossProfitMarginTtM
预测销售毛利率(GM)平均值(可选类型),west_avggm,WestAvgGm
预测销售毛利率(GM)最大值(可选类型),west_maxgm,WestMaxGm
预测销售毛利率(GM)最小值(可选类型),west_mingm,WestMingM
预测销售毛利率(GM)中值(可选类型),west_mediagm,WestMediaGm
预测销售毛利率(GM)标准差值(可选类型),west_stdgm,WestStdGm
单季度.销售毛利率,qfa_grossprofitmargin,QfaGrossProfitMargin
单季度.销售毛利率_GSD,wgsd_qfa_grossprofitmargin,WgsDQfaGrossProfitMargin
销售成本率,cogstosales,CogsToSales
销售成本率_GSD,wgsd_cogstosales,WgsDCogsToSales
销售成本率(TTM)_PIT,fa_salestocost_ttm,FaSalesToCostTtM
成本费用利润率,nptocostexpense,NpToCostExpense
成本费用利润率(TTM)_PIT,fa_protocost_ttm,FaProtoCostTtM
单季度.成本费用利润率,nptocostexpense_qfa,NpToCostExpenseQfa
销售期间费用率,expensetosales,ExpenseToSales
销售期间费用率(TTM),expensetosales_ttm2,ExpenseToSalesTtM2
销售期间费用率(TTM)_GSD,expensetosales_ttm3,ExpenseToSalesTtM3
销售期间费用率(TTM)_PIT,fa_expensetosales_ttm,FaExpenseToSalesTtM
销售期间费用率(TTM-只有最新数据),expensetosales_ttm,ExpenseToSalesTtM
主营业务比率,optoebt,OpToEBT
单季度.主营业务比率,optoebt_qfa,OpToEBTQfa
净利润/营业总收入,profittogr,ProfitToGr
净利润/营业总收入(TTM),profittogr_ttm2,ProfitToGrTtM2
净利润/营业总收入_GSD,wgsd_dupont_nptosales,WgsDDupontNpToSales
净利润/营业总收入(TTM)_GSD,profittogr_ttm3,ProfitToGrTtM3
净利润/营业总收入(TTM)_PIT,fa_profittogr_ttm,FaProfitToGrTtM
净利润/营业总收入(TTM-只有最新数据),profittogr_ttm,ProfitToGrTtM
单季度.净利润/营业总收入,qfa_profittogr,QfaProfitToGr
营业利润/营业总收入,optogr,OpToGr
营业利润/营业总收入(TTM),optogr_ttm2,OpToGrTtM2
营业利润/营业总收入_GSD,wgsd_optogr,WgsDOpToGr
营业利润/营业总收入(TTM)_GSD,optogr_ttm3,OpToGrTtM3
营业利润/营业总收入(TTM)_PIT,fa_optogr_ttm,FaOpToGrTtM
营业利润/营业总收入(TTM-只有最新数据),optogr_ttm,OpToGrTtM
单季度.营业利润/营业总收入,qfa_optogr,QfaOpToGr
息税前利润/营业总收入,ebittogr,EbItToGr
息税前利润/营业总收入_GSD,wgsd_dupont_ebittosales,WgsDDupontEbItToSales
息税前利润/营业总收入(TTM)_PIT,fa_ebittogr_ttm,FaEbItToGrTtM
营业总成本/营业总收入,gctogr,GcToGr
营业总成本/营业总收入(TTM),gctogr_ttm2,GcToGrTtM2
营业总成本/营业总收入_GSD,wgsd_gctogr,WgsDGcToGr
营业总成本/营业总收入(TTM)_GSD,gctogr_ttm3,GcToGrTtM3
营业总成本/营业总收入(TTM)_PIT,fa_octogr_ttm,FaOctoGrTtM
营业总成本/营业总收入(TTM-只有最新数据),gctogr_ttm,GcToGrTtM
单季度.营业总成本/营业总收入,qfa_gctogr,QfaGcToGr
销售费用/营业总收入,operateexpensetogr,OperateExpenseToGr
销售费用/营业总收入(TTM),operateexpensetogr_ttm2,OperateExpenseToGrTtM2
销售费用/营业总收入_GSD,wgsd_operateexpensetogr,WgsDOperateExpenseToGr
销售费用/营业总收入(TTM)_GSD,operateexpensetogr_ttm3,OperateExpenseToGrTtM3
销售费用/营业总收入(TTM)_PIT,fa_sellexpensetogr_ttm,FaSellExpenseToGrTtM
销售费用/营业总收入(TTM-只有最新数据),operateexpensetogr_ttm,OperateExpenseToGrTtM
单季度.销售费用/营业总收入,qfa_saleexpensetogr,QfaSaleExpenseToGr
管理费用/营业总收入,adminexpensetogr,AdminExpenseToGr
管理费用/营业总收入(TTM),adminexpensetogr_ttm2,AdminExpenseToGrTtM2
管理费用/营业总收入_GSD,wgsd_adminexpensetogr,WgsDAdminExpenseToGr
管理费用/营业总收入(TTM)_GSD,adminexpensetogr_ttm3,AdminExpenseToGrTtM3
管理费用/营业总收入(TTM)_PIT,fa_adminexpensetogr_ttm,FaAdminExpenseToGrTtM
管理费用/营业总收入(TTM-只有最新数据),adminexpensetogr_ttm,AdminExpenseToGrTtM
单季度.管理费用/营业总收入,qfa_adminexpensetogr,QfaAdminExpenseToGr
财务费用/营业总收入,finaexpensetogr,FinaExpenseToGr
财务费用/营业总收入(TTM),finaexpensetogr_ttm2,FinaExpenseToGrTtM2
财务费用/营业总收入_GSD,wgsd_finaexpensetogr,WgsDFinaExpenseToGr
财务费用/营业总收入(TTM)_GSD,finaexpensetogr_ttm3,FinaExpenseToGrTtM3
财务费用/营业总收入(TTM)_PIT,fa_finaexpensetogr_ttm,FaFinaExpenseToGrTtM
财务费用/营业总收入(TTM-只有最新数据),finaexpensetogr_ttm,FinaExpenseToGrTtM
单季度.财务费用/营业总收入,qfa_finaexpensetogr,QfaFinaExpenseToGr
经营活动净收益/利润总额,operateincometoebt,OperateIncomeToEBT
经营活动净收益/利润总额(TTM),operateincometoebt_ttm2,OperateIncomeToEBTTtM2
经营活动净收益/利润总额_GSD,wgsd_operateincometoebt,WgsDOperateIncomeToEBT
经营活动净收益/利润总额(TTM)_GSD,operateincometoebt_ttm3,OperateIncomeToEBTTtM3
经营活动净收益/利润总额_PIT,fa_operincometopbt,FaOperIncomeToPbt
经营活动净收益/利润总额(TTM)_PIT,fa_operincometopbt_ttm,FaOperIncomeToPbtTtM
经营活动净收益/利润总额(TTM-只有最新数据),operateincometoebt_ttm,OperateIncomeToEBTTtM
单季度.经营活动净收益/利润总额,qfa_operateincometoebt,QfaOperateIncomeToEBT
价值变动净收益/利润总额,investincometoebt,InvestIncomeToEBT
价值变动净收益/利润总额(TTM),investincometoebt_ttm2,InvestIncomeToEBTTtM2
价值变动净收益/利润总额_GSD,wgsd_investincometoebt,WgsDInvestIncomeToEBT
价值变动净收益/利润总额(TTM)_GSD,investincometoebt_ttm3,InvestIncomeToEBTTtM3
价值变动净收益/利润总额(TTM)_PIT,fa_chgvaluetopbt_ttm,FaChgValueToPbtTtM
价值变动净收益/利润总额(TTM-只有最新数据),investincometoebt_ttm,InvestIncomeToEBTTtM
单季度.价值变动净收益/利润总额,qfa_investincometoebt,QfaInvestIncomeToEBT
营业外收支净额/利润总额,nonoperateprofittoebt,NonOperateProfitToEBT
营业外收支净额/利润总额(TTM),nonoperateprofittoebt_ttm2,NonOperateProfitToEBTTtM2
营业外收支净额/利润总额_GSD,wgsd_nonoperateprofittoebt,WgsDNonOperateProfitToEBT
营业外收支净额/利润总额(TTM)_GSD,nonoperateprofittoebt_ttm3,NonOperateProfitToEBTTtM3
营业外收支净额/利润总额(TTM)_PIT,fa_nonoperprofittopbt_ttm,FaNonOperProfitToPbtTtM
营业外收支净额/利润总额(TTM-只有最新数据),nonoperateprofittoebt_ttm,NonOperateProfitToEBTTtM
扣除非经常损益后的净利润/净利润,deductedprofittoprofit,DeductedProfitToProfit
扣除非经常损益后的净利润/净利润_GSD,wgsd_deductedprofittoprofit,WgsDDeductedProfitToProfit
单季度.扣除非经常损益后的净利润/净利润,qfa_deductedprofittoprofit,QfaDeductedProfitToProfit
销售商品提供劳务收到的现金/营业收入,salescashintoor,SalesCashIntoOr
销售商品提供劳务收到的现金/营业收入(TTM),salescashintoor_ttm2,SalesCashIntoOrTtM2
销售商品提供劳务收到的现金/营业收入_PIT,fa_salescashtoor,FaSalesCashToOr
销售商品提供劳务收到的现金/营业收入(TTM)_PIT,fa_salescashtoor_ttm,FaSalesCashToOrTtM
销售商品提供劳务收到的现金/营业收入(TTM-只有最新数据),salescashintoor_ttm,SalesCashIntoOrTtM
单季度.销售商品提供劳务收到的现金/营业收入,qfa_salescashintoor,QfaSalesCashIntoOr
净利润现金含量,fa_netprofitcashcover,FaNetProfitCashCover
资本支出/折旧和摊销,capitalizedtoda,CapitalizedToda
资本支出/折旧和摊销_GSD,wgsd_capitalizedtoda,WgsDCapitalizedToda
经营性现金净流量/营业总收入,ocftosales,OCFToSales
现金满足投资比率,ocftoinveststockdividend,OCFToInvestStockDividend
现金营运指数,ocftoop,OCFToOp
全部资产现金回收率,ocftoassets,OCFToAssets
现金股利保障倍数,ocftodividend,OCFToDividend
现金股利保障倍数(TTM)_PIT,fa_cashdivcover_ttm,FaCashDivCoverTtM
资产负债率,debttoassets,DebtToAssets
资产负债率_GSD,wgsd_debttoassets,WgsDDebtToAssets
资产负债率_PIT,fa_debttoasset,FaDebtToAsset
净资产负债率,fa_debttoeqy,FaDebtToEqY
剔除预收账款的资产负债率(公告值)_GSD,wgsd_announceddeducteddebttoassets,WgsDAnnouncedDeductedDebtToAssets
剔除预收款项后的资产负债率,deducteddebttoassets2,DeductedDebtToAssets2
剔除预收款项后的资产负债率(公告口径),deducteddebttoassets,DeductedDebtToAssets
剔除预收账款后的资产负债率_GSD,wgsd_deducteddebttoassets,WgsDDeductedDebtToAssets
长期资本负债率,longdebttolongcaptial,LongDebtToLongCaptIAl
长期资产适合率,longcapitaltoinvestment,LongCapitalToInvestment
权益乘数,assetstoequity,AssetsToEquity
权益乘数_GSD,wgsd_assetstoequity,WgsDAssetsToEquity
股东权益比,equity_to_asset,EquityToAsset
股东权益比率_PIT,fa_equityassetradio,FaEquityAssetRadio
流动资产/总资产,catoassets,CatoAssets
流动资产/总资产_GSD,wgsd_catoassets,WgsDCatoAssets
非流动资产/总资产,ncatoassets,NcaToAssets
非流动资产/总资产_GSD,wgsd_ncatoassets,WgsDNcaToAssets
流动负债权益比率,currentdebttoequity,CurrentDebtToEquity
非流动负债权益比率,longdebttoequity,LongDebtToEquity
有形资产/总资产,tangibleassetstoassets,TangibleAssetsToAssets
有形资产/总资产_GSD,wgsd_tangibleassetstoassets,WgsDTangibleAssetsToAssets
归属母公司股东的权益/全部投入资本,equitytototalcapital,EquityToTotalCapital
带息债务/全部投入资本,intdebttototalcap,IntDebtToTotalCap
带息债务/全部投入资本_GSD,wgsd_interestdebttototalcapital,WgsDInterestDebtToTotalCapital
带息债务/全部投入资本_PIT,fa_interestdebttocapital,FaInterestDebtToCapital
流动负债/负债合计,currentdebttodebt,CurrentDebtToDebt
流动负债/负债合计_GSD,wgsd_currentdebttodebt,WgsDCurrentDebtToDebt
非流动负债/负债合计,longdebtodebt,LongDebToDebt
非流动负债/负债合计_GSD,wgsd_longdebtodebt,WgsDLongDebToDebt
资本固定化比率,ncatoequity,NcaToEquity
有息负债率,ibdebtratio,IbDebtRatio
流动比率,current,Current
流动比率_GSD,wgsd_current,WgsDCurrent
流动比率_PIT,fa_current,FaCurrent
速动比率,quick,Quick
速动比率_GSD,wgsd_quick,WgsDQuick
速动比率_PIT,fa_quick,FaQuick
超速动比率_PIT,fa_superquick,FaSuperQuick
保守速动比率,cashratio,CashRatio
保守速动比率_GSD,wgsd_cashratio,WgsDCashRatio
现金比率,cashtocurrentdebt,CashToCurrentDebt
现金到期债务比,ocftoquickdebt,OCFToQuickDebt
产权比率,debttoequity,DebtToEquity
产权比率_GSD,wgsd_debttoequity,WgsDDebtToEquity
产权比率_PIT,fa_debttoequity,FaDebtToEquity
净负债率,fa_netdebtratio,FaNetDebtRatio
净负债率_GSD,wgsd_netdebtratio,WgsDNetDebtRatio
净负债率(公告值)_GSD,wgsd_netdebtratio_ard,WgsDNetDebtRatioArd
归属母公司股东的权益/负债合计,equitytodebt,EquityToDebt
归属母公司股东的权益/负债合计_GSD,wgsd_equitytodebt,WgsDEquityToDebt
归属母公司股东的权益/带息债务,equitytointerestdebt,EquityToInterestDebt
归属母公司股东的权益/带息债务_GSD,wgsd_equitytointerestdebt,WgsDEquityToInterestDebt
归属母公司股东的权益/带息债务_PIT,fa_equitytointerestdebt,FaEquityToInterestDebt
有形资产/负债合计,tangibleassettodebt,TangibleAssetToDebt
有形资产/负债合计_GSD,wgsd_tangibleassettodebt,WgsDTangibleAssetToDebt
有形资产/带息债务,tangassettointdebt,TangAssetToIntDebt
有形资产/带息债务_GSD,wgsd_tangibleassettointerestdebt,WgsDTangibleAssetToInterestDebt
有形资产/净债务,tangibleassettonetdebt,TangibleAssetToNetDebt
有形资产/净债务_GSD,wgsd_tangibleassettonetdebt,WgsDTangibleAssetToNetDebt
有形净值债务率,debttotangibleequity,DebtToTangibleEquity
有形净值债务率_PIT,fa_debttotangibleafybl,FaDebtToTangibleAFyBl
息税折旧摊销前利润/负债合计,ebitdatodebt,EbItDatoDebt
息税折旧摊销前利润/负债合计_GSD,wgsd_ebitdatodebt,WgsDEbItDatoDebt
非筹资性现金净流量与流动负债的比率,ocficftocurrentdebt,OcFicFToCurrentDebt
非筹资性现金净流量与负债总额的比率,ocficftodebt,OcFicFToDebt
长期债务与营运资金比率,longdebttoworkingcapital,LongDebtToWorkingCapital
长期债务与营运资金比率_GSD,wgsd_longdebttoworkingcapital,WgsDLongDebtToWorkingCapital
长期负债占比,longdebttodebt,LongDebtToDebt
净债务/股权价值,netdebttoev,NetDebtToEv
带息债务/股权价值,interestdebttoev,InterestDebtToEv
营业周期,turndays,TurnDays
营业周期_GSD,wgsd_turndays,WgsDTurnDays
营业周期(TTM)_PIT,fa_turndays_ttm,FaTurnDaysTtM
净营业周期,netturndays,NetTurnDays
存货周转天数,invturndays,InvTurnDays
存货周转天数_GSD,wgsd_invturndays,WgsDInvTurnDays
存货周转天数(TTM)_PIT,fa_invturndays_ttm,FaInvTurnDaysTtM
应收账款周转天数,arturndays,ArturNDays
应收账款周转天数_GSD,wgsd_arturndays,WgsDArturNDays
应收账款周转天数(TTM)_PIT,fa_arturndays_ttm,FaArturNDaysTtM
应付账款周转天数,apturndays,ApTurnDays
应付账款周转天数_GSD,wgsd_apturndays,WgsDApTurnDays
应付账款周转天数(TTM)_PIT,fa_apturndays_ttm,FaApTurnDaysTtM
存货周转率,invturn,InvTurn
存货周转率_GSD,wgsd_invturn,WgsDInvTurn
存货周转率(TTM)_PIT,fa_invturn_ttm,FaInvTurnTtM
应收账款周转率,arturn,ArturN
应收账款周转率(含坏账准备),fa_arturn_reserve,FaArturNReserve
应收账款周转率_GSD,wgsd_arturn,WgsDArturN
应收账款周转率(TTM)_PIT,fa_arturn_ttm,FaArturNTtM
应收账款及应收票据周转率,fa_arnrturn,FaArnRTurn
流动资产周转率,caturn,CaTurn
流动资产周转率_GSD,wgsd_caturn,WgsDCaTurn
流动资产周转率(TTM)_PIT,fa_currtassetstrate_ttm,FaCurRtAssetsTRateTtM
非流动资产周转率,non_currentassetsturn,NonCurrentAssetsTurn
营运资本周转率,operatecaptialturn,OperateCaptIAlTurn
固定资产周转率,faturn,FaTurn
固定资产周转率_GSD,wgsd_faturn,WgsDFaTurn
固定资产周转率(TTM)_PIT,fa_faturn_ttm,FaFaTurnTtM
总资产周转率,assetsturn,AssetsTurn
总资产周转率(TTM),turnover_ttm,TurnoverTtM
总资产周转率_GSD,wgsd_assetsturn,WgsDAssetsTurn
总资产周转率(TTM)_PIT,fa_taturn_ttm,FaTaTurnTtM
应付账款周转率,apturn,ApTurn
应付账款周转率_GSD,wgsd_apturn,WgsDApTurn
应付账款周转率(TTM)_PIT,fa_apturn_ttm,FaApTurnTtM
应付账款及应付票据周转率,fa_apnpturn,FaApNpTurn
现金周转率,fa_cashturnratio,FaCashTurnRatio
净利润(同比增长率),yoyprofit,YoYProfit
净资产(同比增长率),yoy_equity,YoYEquity
总负债(同比增长率),yoydebt,YoYDebt
总资产(同比增长率),yoy_assets,YoYAssets
营业收入(同比增长率),yoy_or,YoYOr
营业利润(同比增长率),yoyop,YoyoP
营业利润(同比增长率)2,yoyop2,YoyoP2
利润总额(同比增长率),yoyebt,YOyEBT
营业收入(同比增长率)_GSD,wgsd_yoy_or,WgsDYoYOr
营业利润(同比增长率)_GSD,wgsd_yoyop2,WgsDYoyoP2
利润总额(同比增长率)_GSD,wgsd_yoyebt,WgsDYOyEBT
营业总收入(同比增长率),yoy_tr,YoYTr
现金净流量(同比增长率),yoycf,YoYCf
营业总收入(同比增长率)_GSD,wgsd_yoy_tr,WgsDYoYTr
基本每股收益(同比增长率),yoyeps_basic,YoYepsBasic
稀释每股收益(同比增长率),yoyeps_diluted,YoYepsDiluted
单季度.净利润同比增长率,qfa_yoyprofit,QfaYoYProfit
基本每股收益(同比增长率)_GSD,wgsd_yoyeps_basic,WgsDYoYepsBasic
稀释每股收益(同比增长率)_GSD,wgsd_yoyeps_diluted,WgsDYoYepsDiluted
单季度.营业收入同比增长率,qfa_yoysales,QfaYoYSales
单季度.营业利润同比增长率,qfa_yoyop,QfaYoyoP
单季度.营业总收入同比增长率,qfa_yoygr,QfaYoYGr
单季度.每股收益(同比增长率),qfa_yoyeps,QfaYoYeps
单季度.现金净流量(同比增长率),qfa_yoycf,QfaYoYCf
净资产收益率(摊薄)(同比增长率),yoyroe,YoYRoe
净资产收益率(摊薄)(同比增长率)_GSD,wgsd_yoyroe,WgsDYoYRoe
归属母公司股东的净利润(同比增长率),yoynetprofit,YoYNetProfit
归属母公司股东的净利润(同比增长率)_GSD,wgsd_yoynetprofit,WgsDYoYNetProfit
单季度.经营性现金净流量(同比增长率),qfa_yoyocf,QfaYoyOCF
单季度.归属母公司股东的净利润同比增长率,qfa_yoynetprofit,QfaYoYNetProfit
归属母公司股东的净利润-扣除非经常损益(同比增长率),yoynetprofit_deducted,YoYNetProfitDeducted
归属母公司股东的净利润-扣除非经常损益(同比增长率)_GSD,wgsd_yoynetprofit_deducted,WgsDYoYNetProfitDeducted
资产总计(相对年初增长率),yoyassets,YoYAssets
资产总计(相对年初增长率)_GSD,wgsd_yoyassets,WgsDYoYAssets
每股净资产(相对年初增长率),yoybps,YoYbPs
每股净资产(相对年初增长率)_GSD,wgsd_yoybps,WgsDYoYbPs
归属母公司股东的权益(相对年初增长率),yoyequity,YoYEquity
归属母公司股东的权益(相对年初增长率)_GSD,wgsd_yoyequity,WgsDYoYEquity
归属母公司股东的净利润/净利润,dupont_np,DupontNp
归属母公司股东的净利润/净利润_GSD,wgsd_dupont_np,WgsDDupontNp
净利润/利润总额,dupont_taxburden,DupontTaxBurden
净利润/利润总额_GSD,wgsd_dupont_taxburden,WgsDDupontTaxBurden
利润总额/息税前利润,dupont_intburden,DupontIntBurden
利润总额/息税前利润_GSD,wgsd_dupont_intburden,WgsDDupontIntBurden
营运资本/总资产,workingcapitaltoassets,WorkingCapitalToAssets
留存收益/总资产,retainedearningstoassets,RetainedEarningsToAssets
股东权益合计(含少数)/负债总计,bookvaluetodebt,BookValueToDebt
营业收入/总资产,revenuetoassets,RevenueToAssets
逾期贷款_3个月以内,stmnote_bank_0001,StmNoteBank0001
逾期贷款_3个月至1年,stmnote_bank_0002,StmNoteBank0002
逾期贷款_1年以上3年以内,stmnote_bank_0003,StmNoteBank0003
逾期贷款_3年以上,stmnote_bank_0004,StmNoteBank0004
逾期贷款合计,stmnote_bank_0005,StmNoteBank0005
主营业务收入,stmnote_seg_1701,StmNoteSeg1701
主营业务成本,stmnote_seg_1702,StmNoteSeg1702
资产管理业务收入,stmnote_sec_1543,StmNoteSec1543
资产管理业务净收入,stmnote_sec_1553,StmNoteSec1553
资产管理费收入_GSD,wgsd_aum_inc,WgsDAumInc
定向资产管理业务收入,stmnote_assetmanage_inc_d,StmNoteAssetManageIncD
集合资产管理业务收入,stmnote_assetmanage_inc_c,StmNoteAssetManageIncC
专项资产管理业务收入,stmnote_assetmanage_inc_s,StmNoteAssetManageIncS
单季度.资产管理费收入_GSD,wgsd_qfa_aum_inc,WgsDQfaAumInc
受托客户资产管理业务净收入,net_inc_customerasset-managementbusiness,NetIncCustomerAssetManagementBusiness
单季度.受托客户资产管理业务净收入,qfa_net_inc_customerasset-managementbusiness,QfaNetIncCustomerAssetManagementBusiness
手续费及佣金收入:受托客户资产管理业务,stmnote_sec_1502,StmNoteSec1502
手续费及佣金净收入:受托客户资产管理业务,stmnote_sec_1522,StmNoteSec1522
投资收益_FUND,stm_is_81,StmIs81
净投资收益率,stmnote_insur_5,StmNoteInSur5
总投资收益率,stmnote_insur_6,StmNoteInSur6
净投资收益,stmnote_InvestmentIncome_0004,StmNoteInvestmentIncome0004
总投资收益,stmnote_InvestmentIncome_0010,StmNoteInvestmentIncome0010
其他投资收益,stmnote_InvestmentIncome_0009,StmNoteInvestmentIncome0009
取得投资收益收到的现金,cash_recp_return_invest,CashRecpReturnInvest
股票投资收益_FUND,stm_is_1,StmIs1
基金投资收益_FUND,stm_is_75,StmIs75
债券投资收益_FUND,stm_is_2,StmIs2
权证投资收益_FUND,stm_is_201,StmIs201
单季度.取得投资收益收到的现金,qfa_cash_recp_return_invest,QfaCashRecpReturnInvest
资产支持证券投资收益_FUND,stm_is_71,StmIs71
对联营企业和合营企业的投资收益,inc_invest_assoc_jv_entp,IncInvestAsSocJVENtp
单季度.对联营企业和合营企业的投资收益,qfa_inc_invest_assoc_jv_entp,QfaIncInvestAsSocJVENtp
单季度.扣除非经常损益后的净利润,qfa_deductedprofit,QfaDeductedProfit
单季度.经营活动净收益,qfa_operateincome,QfaOperateIncome
单季度.价值变动净收益,qfa_investincome,QfaInvestIncome
单季度.净资产收益率(扣除非经常损益),qfa_roe_deducted,QfaRoeDeducted
单季度.营业总收入环比增长率,qfa_cgrgr,QfaCGrGr
单季度.营业收入环比增长率,qfa_cgrsales,QfaCGrSales
单季度.营业利润环比增长率,qfa_cgrop,QfaCGroP
单季度.净利润环比增长率,qfa_cgrprofit,QfaCGrProfit
单季度.归属母公司股东的净利润环比增长率,qfa_cgrnetprofit,QfaCGrNetProfit
人均创收,wgsd_revenuepp,WgsDRevenuePp
人均创利,wgsd_profitpp,WgsDProfitPp
人均薪酬,wgsd_salarypp,WgsDSalaryPp
增长率-营业收入(TTM)_PIT,fa_orgr_ttm,FaOrGrTtM
增长率-利润总额(TTM)_PIT,fa_tpgr_ttm,FaTpGrTtM
增长率-营业利润(TTM)_PIT,fa_oigr_ttm,FaOiGrTtM
增长率-净利润(TTM)_PIT,fa_npgr_ttm,FaNpGrTtM
增长率-归属母公司股东的净利润(TTM)_PIT,fa_nppcgr_ttm,FaNppCGrTtM
增长率-毛利率(TTM)_PIT,fa_gpmgr_ttm,FaGpmgRTtM
增长率-总资产_PIT,fa_tagr,FaTagR
增长率-净资产_PIT,fa_nagr,FaNAgr
5年收益增长率_PIT,fa_egro,FaEGro
基金N日净值增长率,NAV_return_nd,NavReturnNd
净利润复合年增长率,growth_cagr_netprofit,GrowthCAgrNetProfit
毛利(近1年增长率)_GSD,wgsd_growth_gp_1y,WgsDGrowthGp1Y
毛利(近3年增长率)_GSD,wgsd_growth_gp_3y,WgsDGrowthGp3Y
净利润复合年增长率_GSD,wgsd_cagr_netprofit,WgsDCAgrNetProfit
5年营业收入增长率_PIT,fa_sgro,FaSGro
利润总额复合年增长率,cagr_totalprofit,CAgrTotalProfit
净利润(N年-增长率),growth_profit,GrowthProfit
净利润(近1年增长率)_GSD,wgsd_growth_np_1y,WgsDGrowthNp1Y
净利润(近3年增长率)_GSD,wgsd_growth_np_3y,WgsDGrowthNp3Y
总资产(近1年增长率)_GSD,wgsd_growth_asset_1y,WgsDGrowthAsset1Y
总资产(近3年增长率)_GSD,wgsd_growth_asset_3y,WgsDGrowthAsset3Y
总负债(近1年增长率)_GSD,wgsd_growth_debt_1y,WgsDGrowthDebt1Y
总负债(近3年增长率)_GSD,wgsd_growth_debt_3y,WgsDGrowthDebt3Y
利润总额复合年增长率_GSD,wgsd_cagr_totalprofit,WgsDCAgrTotalProfit
近三年营收复合增长率,ipo_revenuegrowth,IpoRevenueGrowth
营业总收入复合年增长率,growth_cagr_tr,GrowthCAgrTr
营业收入(N年-增长率),growth_or,GrowthOr
营业利润(N年-增长率),growth_op,GrowthOp
利润总额(N年-增长率),growth_ebt,GrowthEBt
资产总计(N年-增长率),growth_assets,GrowthAssets
股东权益(N年-增长率),growth_totalequity,GrowthTotalEquity
营业利润(近1年增长率)_GSD,wgsd_growth_op_1y,WgsDGrowthOp1Y
营业利润(近3年增长率)_GSD,wgsd_growth_op_3y,WgsDGrowthOp3Y
税前利润(近1年增长率)_GSD,wgsd_growth_ebt_1y,WgsDGrowthEBt1Y
税前利润(近3年增长率)_GSD,wgsd_growth_ebt_3y,WgsDGrowthEBt3Y
营业总收入复合年增长率_GSD,wgsd_cagr_tr,WgsDCAgrTr
营业收入(N年-增长率)_GSD,wgsd_growth_or,WgsDGrowthOr
营业利润(N年-增长率)_GSD,wgsd_growth_op,WgsDGrowthOp
利润总额(N年-增长率)_GSD,wgsd_growth_ebt,WgsDGrowthEBt
资产总计(N年-增长率)_GSD,wgsd_growth_assets,WgsDGrowthAssets
股东权益(N年-增长率)_GSD,wgsd_growth_totalequity,WgsDGrowthTotalEquity
营业总收入(N年-增长率),growth_gr,GrowthGr
营业总成本(N年-增长率),growth_gc,GrowthGc
销售利润率(N年-增长率),growth_profittosales,GrowthProfitToSales
总营业收入(近1年增长率)_GSD,wgsd_growth_sales_1y,WgsDGrowthSales1Y
总营业收入(近3年增长率)_GSD,wgsd_growth_sales_3y,WgsDGrowthSales3Y
每股净资产(近1年增长率)_GSD,wgsd_growth_bps_1y,WgsDGrowthBpS1Y
